,State,Latitude,Longitude,Gender,age,population
440,MS,32.5851062,-89.8772196,male,40_to_44_years,84416
441,MS,32.5851062,-89.8772196,male,45_to_49_years,89596
442,MS,32.5851062,-89.8772196,male,50_to_54_years,91202
443,MS,32.5851062,-89.8772196,male,55_to_59_years,95176
444,MS,32.5851062,-89.8772196,male,60_to_64_years,86947
445,MS,32.5851062,-89.8772196,male,65_to_69_years,72716
446,MS,32.5851062,-89.8772196,male,70_to_74_years,54093
447,MS,32.5851062,-89.8772196,male,75_to_79_years,35443
448,MS,32.5851062,-89.8772196,male,80_to_84_years,21600
449,MS,32.5851062,-89.8772196,male,85_years_and_over,16592
450,MO,38.3046615,-92.437099,male,Under_5_years,191797
451,MO,38.3046615,-92.437099,male,5_to_9_years,195136
452,MO,38.3046615,-92.437099,male,10_to_14_years,199496
453,MO,38.3046615,-92.437099,male,15_to_19_years,201940
454,MO,38.3046615,-92.437099,male,20_to_24_years,212237
455,MO,38.3046615,-92.437099,male,25_to_29_years,212558
456,MO,38.3046615,-92.437099,male,30_to_34_years,199582
457,MO,38.3046615,-92.437099,male,35_to_39_years,193906
458,MO,38.3046615,-92.437099,male,40_to_44_years,172112
459,MO,38.3046615,-92.437099,male,45_to_49_years,185003
460,MO,38.3046615,-92.437099,male,50_to_54_years,195689
461,MO,38.3046615,-92.437099,male,55_to_59_years,210683
462,MO,38.3046615,-92.437099,male,60_to_64_years,187714
463,MO,38.3046615,-92.437099,male,65_to_69_years,154108
464,MO,38.3046615,-92.437099,male,70_to_74_years,116197
465,MO,38.3046615,-92.437099,male,75_to_79_years,78556
466,MO,38.3046615,-92.437099,male,80_to_84_years,50918
467,MO,38.3046615,-92.437099,male,85_years_and_over,44604
468,MT,46.6797995,-110.04478300000001,male,Under_5_years,32493
469,MT,46.6797995,-110.04478300000001,male,5_to_9_years,32523
470,MT,46.6797995,-110.04478300000001,male,10_to_14_years,32979
471,MT,46.6797995,-110.04478300000001,male,15_to_19_years,33077
472,MT,46.6797995,-110.04478300000001,male,20_to_24_years,38356
473,MT,46.6797995,-110.04478300000001,male,25_to_29_years,35845
474,MT,46.6797995,-110.04478300000001,male,30_to_34_years,33616
475,MT,46.6797995,-110.04478300000001,male,35_to_39_years,33896
476,MT,46.6797995,-110.04478300000001,male,40_to_44_years,29103
477,MT,46.6797995,-110.04478300000001,male,45_to_49_years,29703
478,MT,46.6797995,-110.04478300000001,male,50_to_54_years,31659
479,MT,46.6797995,-110.04478300000001,male,55_to_59_years,37145
480,MT,46.6797995,-110.04478300000001,male,60_to_64_years,37133
481,MT,46.6797995,-110.04478300000001,male,65_to_69_years,33446
482,MT,46.6797995,-110.04478300000001,male,70_to_74_years,24153
483,MT,46.6797995,-110.04478300000001,male,75_to_79_years,15713
484,MT,46.6797995,-110.04478300000001,male,80_to_84_years,9680
485,MT,46.6797995,-110.04478300000001,male,85_years_and_over,8436
486,NE,41.5008195,-99.680902,male,Under_5_years,68397
487,NE,41.5008195,-99.680902,male,5_to_9_years,67915
488,NE,41.5008195,-99.680902,male,10_to_14_years,67807
489,NE,41.5008195,-99.680902,male,15_to_19_years,66581
490,NE,41.5008195,-99.680902,male,20_to_24_years,70606
491,NE,41.5008195,-99.680902,male,25_to_29_years,65683
492,NE,41.5008195,-99.680902,male,30_to_34_years,66142
493,NE,41.5008195,-99.680902,male,35_to_39_years,64093
494,NE,41.5008195,-99.680902,male,40_to_44_years,55347
495,NE,41.5008195,-99.680902,male,45_to_49_years,55822
496,NE,41.5008195,-99.680902,male,50_to_54_years,57699
497,NE,41.5008195,-99.680902,male,55_to_59_years,62783
498,NE,41.5008195,-99.680902,male,60_to_64_years,56981
499,NE,41.5008195,-99.680902,male,65_to_69_years,46838
500,NE,41.5008195,-99.680902,male,70_to_74_years,33077
501,NE,41.5008195,-99.680902,male,75_to_79_years,21901
502,NE,41.5008195,-99.680902,male,80_to_84_years,15321
503,NE,41.5008195,-99.680902,male,85_years_and_over,15138
504,NV,38.502032,-117.0230604,male,Under_5_years,95036
505,NV,38.502032,-117.0230604,male,5_to_9_years,98173
506,NV,38.502032,-117.0230604,male,10_to_14_years,98369
507,NV,38.502032,-117.0230604,male,15_to_19_years,93405
508,NV,38.502032,-117.0230604,male,20_to_24_years,93890
509,NV,38.502032,-117.0230604,male,25_to_29_years,114597
510,NV,38.502032,-117.0230604,male,30_to_34_years,109499
511,NV,38.502032,-117.0230604,male,35_to_39_years,104463
512,NV,38.502032,-117.0230604,male,40_to_44_years,96043
513,NV,38.502032,-117.0230604,male,45_to_49_years,102057
514,NV,38.502032,-117.0230604,male,50_to_54_years,98694
515,NV,38.502032,-117.0230604,male,55_to_59_years,96162
516,NV,38.502032,-117.0230604,male,60_to_64_years,86301
517,NV,38.502032,-117.0230604,male,65_to_69_years,76208
518,NV,38.502032,-117.0230604,male,70_to_74_years,61403
519,NV,38.502032,-117.0230604,male,75_to_79_years,39733
520,NV,38.502032,-117.0230604,male,80_to_84_years,22752
521,NV,38.502032,-117.0230604,male,85_years_and_over,16964
522,NH,44.00123060000001,-71.57992309999999,male,Under_5_years,33067
523,NH,44.00123060000001,-71.57992309999999,male,5_to_9_years,35295
524,NH,44.00123060000001,-71.57992309999999,male,10_to_14_years,38785
525,NH,44.00123060000001,-71.57992309999999,male,15_to_19_years,43520
526,NH,44.00123060000001,-71.57992309999999,male,20_to_24_years,46138
527,NH,44.00123060000001,-71.57992309999999,male,25_to_29_years,43415
528,NH,44.00123060000001,-71.57992309999999,male,30_to_34_years,41000
529,NH,44.00123060000001,-71.57992309999999,male,35_to_39_years,38852
530,NH,44.00123060000001,-71.57992309999999,male,40_to_44_years,37009
531,NH,44.00123060000001,-71.57992309999999,male,45_to_49_years,45749
532,NH,44.00123060000001,-71.57992309999999,male,50_to_54_years,51211
533,NH,44.00123060000001,-71.57992309999999,male,55_to_59_years,54469
534,NH,44.00123060000001,-71.57992309999999,male,60_to_64_years,48418
535,NH,44.00123060000001,-71.57992309999999,male,65_to_69_years,39685
536,NH,44.00123060000001,-71.57992309999999,male,70_to_74_years,28974
537,NH,44.00123060000001,-71.57992309999999,male,75_to_79_years,17627
538,NH,44.00123060000001,-71.57992309999999,male,80_to_84_years,11328
539,NH,44.00123060000001,-71.57992309999999,male,85_years_and_over,10467
540,NJ,40.1430058,-74.7311156,male,Under_5_years,266484
541,NJ,40.1430058,-74.7311156,male,5_to_9_years,276677
542,NJ,40.1430058,-74.7311156,male,10_to_14_years,288378
543,NJ,40.1430058,-74.7311156,male,15_to_19_years,290973
544,NJ,40.1430058,-74.7311156,male,20_to_24_years,290463
545,NJ,40.1430058,-74.7311156,male,25_to_29_years,300635
546,NJ,40.1430058,-74.7311156,male,30_to_34_years,293556
547,NJ,40.1430058,-74.7311156,male,35_to_39_years,290880
548,NJ,40.1430058,-74.7311156,male,40_to_44_years,280469
549,NJ,40.1430058,-74.7311156,male,45_to_49_years,304296
550,NJ,40.1430058,-74.7311156,male,50_to_54_years,318638
551,NJ,40.1430058,-74.7311156,male,55_to_59_years,317543
552,NJ,40.1430058,-74.7311156,male,60_to_64_years,268885
553,NJ,40.1430058,-74.7311156,male,65_to_69_years,209547
554,NJ,40.1430058,-74.7311156,male,70_to_74_years,158367
555,NJ,40.1430058,-74.7311156,male,75_to_79_years,103620
556,NJ,40.1430058,-74.7311156,male,80_to_84_years,68932
557,NJ,40.1430058,-74.7311156,male,85_years_and_over,68231
558,NM,34.1662325,-106.02606850000001,male,Under_5_years,65618
559,NM,34.1662325,-106.02606850000001,male,5_to_9_years,69535
560,NM,34.1662325,-106.02606850000001,male,10_to_14_years,70977
561,NM,34.1662325,-106.02606850000001,male,15_to_19_years,71131
562,NM,34.1662325,-106.02606850000001,male,20_to_24_years,74962
563,NM,34.1662325,-106.02606850000001,male,25_to_29_years,74978
564,NM,34.1662325,-106.02606850000001,male,30_to_34_years,70743
565,NM,34.1662325,-106.02606850000001,male,35_to_39_years,65866
566,NM,34.1662325,-106.02606850000001,male,40_to_44_years,57700
567,NM,34.1662325,-106.02606850000001,male,45_to_49_years,59095
568,NM,34.1662325,-106.02606850000001,male,50_to_54_years,61268
569,NM,34.1662325,-106.02606850000001,male,55_to_59_years,67883
570,NM,34.1662325,-106.02606850000001,male,60_to_64_years,63286
571,NM,34.1662325,-106.02606850000001,male,65_to_69_years,56782
572,NM,34.1662325,-106.02606850000001,male,70_to_74_years,42849
573,NM,34.1662325,-106.02606850000001,male,75_to_79_years,28013
574,NM,34.1662325,-106.02606850000001,male,80_to_84_years,18151
575,NM,34.1662325,-106.02606850000001,male,85_years_and_over,15307
576,NY,40.7056258,-73.97968,male,Under_5_years,595973
577,NY,40.7056258,-73.97968,male,5_to_9_years,580252
578,NY,40.7056258,-73.97968,male,10_to_14_years,582593
579,NY,40.7056258,-73.97968,male,15_to_19_years,621884
580,NY,40.7056258,-73.97968,male,20_to_24_years,684286
581,NY,40.7056258,-73.97968,male,25_to_29_years,763248
582,NY,40.7056258,-73.97968,male,30_to_34_years,704905
583,NY,40.7056258,-73.97968,male,35_to_39_years,635317
584,NY,40.7056258,-73.97968,male,40_to_44_years,578357
585,NY,40.7056258,-73.97968,male,45_to_49_years,629538
586,NY,40.7056258,-73.97968,male,50_to_54_years,661449
587,NY,40.7056258,-73.97968,male,55_to_59_years,662408
588,NY,40.7056258,-73.97968,male,60_to_64_years,581933
589,NY,40.7056258,-73.97968,male,65_to_69_years,471772
590,NY,40.7056258,-73.97968,male,70_to_74_years,344874
591,NY,40.7056258,-73.97968,male,75_to_79_years,229749
592,NY,40.7056258,-73.97968,male,80_to_84_years,154911
593,NY,40.7056258,-73.97968,male,85_years_and_over,154013
594,NC,35.2145629,-79.8912675,male,Under_5_years,311460
595,NC,35.2145629,-79.8912675,male,5_to_9_years,322385
596,NC,35.2145629,-79.8912675,male,10_to_14_years,335927
597,NC,35.2145629,-79.8912675,male,15_to_19_years,344666
598,NC,35.2145629,-79.8912675,male,20_to_24_years,362558
599,NC,35.2145629,-79.8912675,male,25_to_29_years,358557
600,NC,35.2145629,-79.8912675,male,30_to_34_years,322231
601,NC,35.2145629,-79.8912675,male,35_to_39_years,318127
602,NC,35.2145629,-79.8912675,male,40_to_44_years,311566
603,NC,35.2145629,-79.8912675,male,45_to_49_years,341750
604,NC,35.2145629,-79.8912675,male,50_to_54_years,334103
605,NC,35.2145629,-79.8912675,male,55_to_59_years,329908
606,NC,35.2145629,-79.8912675,male,60_to_64_years,296040
607,NC,35.2145629,-79.8912675,male,65_to_69_years,255063
608,NC,35.2145629,-79.8912675,male,70_to_74_years,196829
609,NC,35.2145629,-79.8912675,male,75_to_79_years,123398
610,NC,35.2145629,-79.8912675,male,80_to_84_years,75967
611,NC,35.2145629,-79.8912675,male,85_years_and_over,60903
612,ND,47.467881899999995,-100.3022655,male,Under_5_years,27546
613,ND,47.467881899999995,-100.3022655,male,5_to_9_years,25206
614,ND,47.467881899999995,-100.3022655,male,10_to_14_years,23899
615,ND,47.467881899999995,-100.3022655,male,15_to_19_years,24662
616,ND,47.467881899999995,-100.3022655,male,20_to_24_years,34588
617,ND,47.467881899999995,-100.3022655,male,25_to_29_years,33221
618,ND,47.467881899999995,-100.3022655,male,30_to_34_years,29081
619,ND,47.467881899999995,-100.3022655,male,35_to_39_years,25820
620,ND,47.467881899999995,-100.3022655,male,40_to_44_years,21003
621,ND,47.467881899999995,-100.3022655,male,45_to_49_years,20421
622,ND,47.467881899999995,-100.3022655,male,50_to_54_years,21844
623,ND,47.467881899999995,-100.3022655,male,55_to_59_years,25060
624,ND,47.467881899999995,-100.3022655,male,60_to_64_years,23209
625,ND,47.467881899999995,-100.3022655,male,65_to_69_years,18379
626,ND,47.467881899999995,-100.3022655,male,70_to_74_years,12549
627,ND,47.467881899999995,-100.3022655,male,75_to_79_years,8349
628,ND,47.467881899999995,-100.3022655,male,80_to_84_years,6082
629,ND,47.467881899999995,-100.3022655,male,85_years_and_over,6380
630,OH,40.1903624,-82.6692525,male,Under_5_years,357181
631,OH,40.1903624,-82.6692525,male,5_to_9_years,362887
632,OH,40.1903624,-82.6692525,male,10_to_14_years,376537
633,OH,40.1903624,-82.6692525,male,15_to_19_years,392890
634,OH,40.1903624,-82.6692525,male,20_to_24_years,389045
635,OH,40.1903624,-82.6692525,male,25_to_29_years,402124
636,OH,40.1903624,-82.6692525,male,30_to_34_years,364063
637,OH,40.1903624,-82.6692525,male,35_to_39_years,356089
638,OH,40.1903624,-82.6692525,male,40_to_44_years,330349
639,OH,40.1903624,-82.6692525,male,45_to_49_years,368639
640,OH,40.1903624,-82.6692525,male,50_to_54_years,381400
641,OH,40.1903624,-82.6692525,male,55_to_59_years,406593
642,OH,40.1903624,-82.6692525,male,60_to_64_years,373706
643,OH,40.1903624,-82.6692525,male,65_to_69_years,305592
644,OH,40.1903624,-82.6692525,male,70_to_74_years,218136
645,OH,40.1903624,-82.6692525,male,75_to_79_years,145607
646,OH,40.1903624,-82.6692525,male,80_to_84_years,95043
647,OH,40.1903624,-82.6692525,male,85_years_and_over,87219
648,OK,35.309765399999996,-98.71655849999999,male,Under_5_years,134987
649,OK,35.309765399999996,-98.71655849999999,male,5_to_9_years,137330
650,OK,35.309765399999996,-98.71655849999999,male,10_to_14_years,136919
651,OK,35.309765399999996,-98.71655849999999,male,15_to_19_years,135957
652,OK,35.309765399999996,-98.71655849999999,male,20_to_24_years,142942
653,OK,35.309765399999996,-98.71655849999999,male,25_to_29_years,142287
654,OK,35.309765399999996,-98.71655849999999,male,30_to_34_years,134189
655,OK,35.309765399999996,-98.71655849999999,male,35_to_39_years,128957
656,OK,35.309765399999996,-98.71655849999999,male,40_to_44_years,114258
657,OK,35.309765399999996,-98.71655849999999,male,45_to_49_years,116196
658,OK,35.309765399999996,-98.71655849999999,male,50_to_54_years,117086
659,OK,35.309765399999996,-98.71655849999999,male,55_to_59_years,124784
660,OK,35.309765399999996,-98.71655849999999,male,60_to_64_years,112837
661,OK,35.309765399999996,-98.71655849999999,male,65_to_69_years,92958
662,OK,35.309765399999996,-98.71655849999999,male,70_to_74_years,71244
663,OK,35.309765399999996,-98.71655849999999,male,75_to_79_years,48054
664,OK,35.309765399999996,-98.71655849999999,male,80_to_84_years,30911
665,OK,35.309765399999996,-98.71655849999999,male,85_years_and_over,25666
666,OR,44.1419049,-120.5380993,male,Under_5_years,121051
667,OR,44.1419049,-120.5380993,male,5_to_9_years,124383
668,OR,44.1419049,-120.5380993,male,10_to_14_years,125796
669,OR,44.1419049,-120.5380993,male,15_to_19_years,126405
670,OR,44.1419049,-120.5380993,male,20_to_24_years,135075
671,OR,44.1419049,-120.5380993,male,25_to_29_years,151097
672,OR,44.1419049,-120.5380993,male,30_to_34_years,146521
673,OR,44.1419049,-120.5380993,male,35_to_39_years,144724
674,OR,44.1419049,-120.5380993,male,40_to_44_years,131463
675,OR,44.1419049,-120.5380993,male,45_to_49_years,133197
676,OR,44.1419049,-120.5380993,male,50_to_54_years,125324
677,OR,44.1419049,-120.5380993,male,55_to_59_years,131649
678,OR,44.1419049,-120.5380993,male,60_to_64_years,131528
679,OR,44.1419049,-120.5380993,male,65_to_69_years,118291
680,OR,44.1419049,-120.5380993,male,70_to_74_years,87616
681,OR,44.1419049,-120.5380993,male,75_to_79_years,54846
682,OR,44.1419049,-120.5380993,male,80_to_84_years,33457
683,OR,44.1419049,-120.5380993,male,85_years_and_over,30566
684,PA,40.99459279999999,-77.6046984,male,Under_5_years,362260
685,PA,40.99459279999999,-77.6046984,male,5_to_9_years,372675
686,PA,40.99459279999999,-77.6046984,male,10_to_14_years,386165
687,PA,40.99459279999999,-77.6046984,male,15_to_19_years,416635
688,PA,40.99459279999999,-77.6046984,male,20_to_24_years,422152
689,PA,40.99459279999999,-77.6046984,male,25_to_29_years,445010
690,PA,40.99459279999999,-77.6046984,male,30_to_34_years,413661
691,PA,40.99459279999999,-77.6046984,male,35_to_39_years,384956
692,PA,40.99459279999999,-77.6046984,male,40_to_44_years,355853
693,PA,40.99459279999999,-77.6046984,male,45_to_49_years,405779
694,PA,40.99459279999999,-77.6046984,male,50_to_54_years,432743
695,PA,40.99459279999999,-77.6046984,male,55_to_59_years,456956
696,PA,40.99459279999999,-77.6046984,male,60_to_64_years,421786
697,PA,40.99459279999999,-77.6046984,male,65_to_69_years,345331
698,PA,40.99459279999999,-77.6046984,male,70_to_74_years,254437
699,PA,40.99459279999999,-77.6046984,male,75_to_79_years,169237
700,PA,40.99459279999999,-77.6046984,male,80_to_84_years,113704
701,PA,40.99459279999999,-77.6046984,male,85_years_and_over,111989
702,RI,41.5827282,-71.5064508,male,Under_5_years,28045
703,RI,41.5827282,-71.5064508,male,5_to_9_years,28421
704,RI,41.5827282,-71.5064508,male,10_to_14_years,30342
705,RI,41.5827282,-71.5064508,male,15_to_19_years,36017
706,RI,41.5827282,-71.5064508,male,20_to_24_years,39730
707,RI,41.5827282,-71.5064508,male,25_to_29_years,39121
708,RI,41.5827282,-71.5064508,male,30_to_34_years,34737
709,RI,41.5827282,-71.5064508,male,35_to_39_years,32094
710,RI,41.5827282,-71.5064508,male,40_to_44_years,29193
711,RI,41.5827282,-71.5064508,male,45_to_49_years,33088
712,RI,41.5827282,-71.5064508,male,50_to_54_years,36230
713,RI,41.5827282,-71.5064508,male,55_to_59_years,37289
714,RI,41.5827282,-71.5064508,male,60_to_64_years,33810
715,RI,41.5827282,-71.5064508,male,65_to_69_years,27030
716,RI,41.5827282,-71.5064508,male,70_to_74_years,20091
717,RI,41.5827282,-71.5064508,male,75_to_79_years,12490
718,RI,41.5827282,-71.5064508,male,80_to_84_years,8433
719,RI,41.5827282,-71.5064508,male,85_years_and_over,8830
720,SC,33.62505,-80.9470381,male,Under_5_years,149964
721,SC,33.62505,-80.9470381,male,5_to_9_years,156061
722,SC,33.62505,-80.9470381,male,10_to_14_years,159662
723,SC,33.62505,-80.9470381,male,15_to_19_years,165026
724,SC,33.62505,-80.9470381,male,20_to_24_years,173360
725,SC,33.62505,-80.9470381,male,25_to_29_years,173929
726,SC,33.62505,-80.9470381,male,30_to_34_years,154446
727,SC,33.62505,-80.9470381,male,35_to_39_years,151534
728,SC,33.62505,-80.9470381,male,40_to_44_years,142751
729,SC,33.62505,-80.9470381,male,45_to_49_years,155386
730,SC,33.62505,-80.9470381,male,50_to_54_years,158536
731,SC,33.62505,-80.9470381,male,55_to_59_years,161475
732,SC,33.62505,-80.9470381,male,60_to_64_years,150991
733,SC,33.62505,-80.9470381,male,65_to_69_years,138128
734,SC,33.62505,-80.9470381,male,70_to_74_years,109271
735,SC,33.62505,-80.9470381,male,75_to_79_years,68196
736,SC,33.62505,-80.9470381,male,80_to_84_years,39364
737,SC,33.62505,-80.9470381,male,85_years_and_over,29607
738,SD,44.2126995,-100.24716409999999,male,Under_5_years,31843
739,SD,44.2126995,-100.24716409999999,male,5_to_9_years,30992
740,SD,44.2126995,-100.24716409999999,male,10_to_14_years,30394
741,SD,44.2126995,-100.24716409999999,male,15_to_19_years,29449
742,SD,44.2126995,-100.24716409999999,male,20_to_24_years,31087
743,SD,44.2126995,-100.24716409999999,male,25_to_29_years,29968
744,SD,44.2126995,-100.24716409999999,male,30_to_34_years,29230
745,SD,44.2126995,-100.24716409999999,male,35_to_39_years,28164
746,SD,44.2126995,-100.24716409999999,male,40_to_44_years,24052
747,SD,44.2126995,-100.24716409999999,male,45_to_49_years,24209
748,SD,44.2126995,-100.24716409999999,male,50_to_54_years,26281
749,SD,44.2126995,-100.24716409999999,male,55_to_59_years,29634
750,SD,44.2126995,-100.24716409999999,male,60_to_64_years,28365
751,SD,44.2126995,-100.24716409999999,male,65_to_69_years,24218
752,SD,44.2126995,-100.24716409999999,male,70_to_74_years,16170
753,SD,44.2126995,-100.24716409999999,male,75_to_79_years,10437
754,SD,44.2126995,-100.24716409999999,male,80_to_84_years,7360
755,SD,44.2126995,-100.24716409999999,male,85_years_and_over,7107
756,TN,35.830521000000005,-85.97859890000001,male,Under_5_years,208554
757,TN,35.830521000000005,-85.97859890000001,male,5_to_9_years,211184
758,TN,35.830521000000005,-85.97859890000001,male,10_to_14_years,216600
759,TN,35.830521000000005,-85.97859890000001,male,15_to_19_years,217732
760,TN,35.830521000000005,-85.97859890000001,male,20_to_24_years,226109
761,TN,35.830521000000005,-85.97859890000001,male,25_to_29_years,240885
762,TN,35.830521000000005,-85.97859890000001,male,30_to_34_years,214133
763,TN,35.830521000000005,-85.97859890000001,male,35_to_39_years,210703
764,TN,35.830521000000005,-85.97859890000001,male,40_to_44_years,200515
765,TN,35.830521000000005,-85.97859890000001,male,45_to_49_years,217884
766,TN,35.830521000000005,-85.97859890000001,male,50_to_54_years,218576
767,TN,35.830521000000005,-85.97859890000001,male,55_to_59_years,218185
768,TN,35.830521000000005,-85.97859890000001,male,60_to_64_years,199164
769,TN,35.830521000000005,-85.97859890000001,male,65_to_69_years,170647
770,TN,35.830521000000005,-85.97859890000001,male,70_to_74_years,131003
771,TN,35.830521000000005,-85.97859890000001,male,75_to_79_years,84602
772,TN,35.830521000000005,-85.97859890000001,male,80_to_84_years,50035
773,TN,35.830521000000005,-85.97859890000001,male,85_years_and_over,39455
774,TX,31.1693363,-100.0768425,male,Under_5_years,1038600
775,TX,31.1693363,-100.0768425,male,5_to_9_years,1040541
776,TX,31.1693363,-100.0768425,male,10_to_14_years,1052335
777,TX,31.1693363,-100.0768425,male,15_to_19_years,1026807
778,TX,31.1693363,-100.0768425,male,20_to_24_years,1029220
779,TX,31.1693363,-100.0768425,male,25_to_29_years,1081131
780,TX,31.1693363,-100.0768425,male,30_to_34_years,1036504
781,TX,31.1693363,-100.0768425,male,35_to_39_years,992663
782,TX,31.1693363,-100.0768425,male,40_to_44_years,911033
783,TX,31.1693363,-100.0768425,male,45_to_49_years,907265
784,TX,31.1693363,-100.0768425,male,50_to_54_years,852194
785,TX,31.1693363,-100.0768425,male,55_to_59_years,833381
786,TX,31.1693363,-100.0768425,male,60_to_64_years,711608
787,TX,31.1693363,-100.0768425,male,65_to_69_years,563094
788,TX,31.1693363,-100.0768425,male,70_to_74_years,414097
789,TX,31.1693363,-100.0768425,male,75_to_79_years,263441
790,TX,31.1693363,-100.0768425,male,80_to_84_years,166567
791,TX,31.1693363,-100.0768425,male,85_years_and_over,141312
792,UT,39.4997605,-111.547028,male,Under_5_years,131077
793,UT,39.4997605,-111.547028,male,5_to_9_years,133206
794,UT,39.4997605,-111.547028,male,10_to_14_years,135100
795,UT,39.4997605,-111.547028,male,15_to_19_years,123316
796,UT,39.4997605,-111.547028,male,20_to_24_years,129786
797,UT,39.4997605,-111.547028,male,25_to_29_years,122990
798,UT,39.4997605,-111.547028,male,30_to_34_years,109430
799,UT,39.4997605,-111.547028,male,35_to_39_years,116353
800,UT,39.4997605,-111.547028,male,40_to_44_years,98800
801,UT,39.4997605,-111.547028,male,45_to_49_years,84986
802,UT,39.4997605,-111.547028,male,50_to_54_years,75353
803,UT,39.4997605,-111.547028,male,55_to_59_years,75940
804,UT,39.4997605,-111.547028,male,60_to_64_years,69439
805,UT,39.4997605,-111.547028,male,65_to_69_years,55794
806,UT,39.4997605,-111.547028,male,70_to_74_years,40505
807,UT,39.4997605,-111.547028,male,75_to_79_years,26752
808,UT,39.4997605,-111.547028,male,80_to_84_years,17664
809,UT,39.4997605,-111.547028,male,85_years_and_over,15197
810,VT,43.8717545,-72.4477828,male,Under_5_years,15566
811,VT,43.8717545,-72.4477828,male,5_to_9_years,16286
812,VT,43.8717545,-72.4477828,male,10_to_14_years,17541
813,VT,43.8717545,-72.4477828,male,15_to_19_years,21428
814,VT,43.8717545,-72.4477828,male,20_to_24_years,23875
815,VT,43.8717545,-72.4477828,male,25_to_29_years,19006
816,VT,43.8717545,-72.4477828,male,30_to_34_years,18154
817,VT,43.8717545,-72.4477828,male,35_to_39_years,17791
818,VT,43.8717545,-72.4477828,male,40_to_44_years,16693
819,VT,43.8717545,-72.4477828,male,45_to_49_years,19446
820,VT,43.8717545,-72.4477828,male,50_to_54_years,21571
821,VT,43.8717545,-72.4477828,male,55_to_59_years,24130
822,VT,43.8717545,-72.4477828,male,60_to_64_years,23105
823,VT,43.8717545,-72.4477828,male,65_to_69_years,19815
824,VT,43.8717545,-72.4477828,male,70_to_74_years,14470
825,VT,43.8717545,-72.4477828,male,75_to_79_years,8871
826,VT,43.8717545,-72.4477828,male,80_to_84_years,5580
827,VT,43.8717545,-72.4477828,male,85_years_and_over,4928
828,VA,38.0033855,-79.4587861,male,Under_5_years,261835
829,VA,38.0033855,-79.4587861,male,5_to_9_years,262813
830,VA,38.0033855,-79.4587861,male,10_to_14_years,267355
831,VA,38.0033855,-79.4587861,male,15_to_19_years,274786
832,VA,38.0033855,-79.4587861,male,20_to_24_years,302339
833,VA,38.0033855,-79.4587861,male,25_to_29_years,305724
834,VA,38.0033855,-79.4587861,male,30_to_34_years,294182
835,VA,38.0033855,-79.4587861,male,35_to_39_years,283764
836,VA,38.0033855,-79.4587861,male,40_to_44_years,259785
837,VA,38.0033855,-79.4587861,male,45_to_49_years,278222
838,VA,38.0033855,-79.4587861,male,50_to_54_years,285256
839,VA,38.0033855,-79.4587861,male,55_to_59_years,282911
840,VA,38.0033855,-79.4587861,male,60_to_64_years,244873
841,VA,38.0033855,-79.4587861,male,65_to_69_years,201003
842,VA,38.0033855,-79.4587861,male,70_to_74_years,152358
843,VA,38.0033855,-79.4587861,male,75_to_79_years,97931
844,VA,38.0033855,-79.4587861,male,80_to_84_years,60181
845,VA,38.0033855,-79.4587861,male,85_years_and_over,51409
846,WA,38.899348700000004,-77.0145665,male,Under_5_years,234818
847,WA,38.899348700000004,-77.0145665,male,5_to_9_years,236455
848,WA,38.899348700000004,-77.0145665,male,10_to_14_years,231577
849,WA,38.899348700000004,-77.0145665,male,15_to_19_years,228430
850,WA,38.899348700000004,-77.0145665,male,20_to_24_years,249645
851,WA,38.899348700000004,-77.0145665,male,25_to_29_years,297787
852,WA,38.899348700000004,-77.0145665,male,30_to_34_years,279700
853,WA,38.899348700000004,-77.0145665,male,35_to_39_years,263409
854,WA,38.899348700000004,-77.0145665,male,40_to_44_years,230572
855,WA,38.899348700000004,-77.0145665,male,45_to_49_years,241600
856,WA,38.899348700000004,-77.0145665,male,50_to_54_years,233167
857,WA,38.899348700000004,-77.0145665,male,55_to_59_years,242776
858,WA,38.899348700000004,-77.0145665,male,60_to_64_years,224570
859,WA,38.899348700000004,-77.0145665,male,65_to_69_years,186906
860,WA,38.899348700000004,-77.0145665,male,70_to_74_years,137459
861,WA,38.899348700000004,-77.0145665,male,75_to_79_years,85354
862,WA,38.899348700000004,-77.0145665,male,80_to_84_years,51777
863,WA,38.899348700000004,-77.0145665,male,85_years_and_over,47471
864,WA,38.899348700000004,-77.0145665,male,Under_5_years,234818
865,WA,38.899348700000004,-77.0145665,male,5_to_9_years,236455
866,WA,38.899348700000004,-77.0145665,male,10_to_14_years,231577
867,WA,38.899348700000004,-77.0145665,male,15_to_19_years,228430
868,WA,38.899348700000004,-77.0145665,male,20_to_24_years,249645
869,WA,38.899348700000004,-77.0145665,male,25_to_29_years,297787
870,WA,38.899348700000004,-77.0145665,male,30_to_34_years,279700
871,WA,38.899348700000004,-77.0145665,male,35_to_39_years,263409
872,WA,38.899348700000004,-77.0145665,male,40_to_44_years,230572
873,WA,38.899348700000004,-77.0145665,male,45_to_49_years,241600
874,WA,38.899348700000004,-77.0145665,male,50_to_54_years,233167
875,WA,38.899348700000004,-77.0145665,male,55_to_59_years,242776
876,WA,38.899348700000004,-77.0145665,male,60_to_64_years,224570
877,WA,38.899348700000004,-77.0145665,male,65_to_69_years,186906
878,WA,38.899348700000004,-77.0145665,male,70_to_74_years,137459
