category,age,year,division,population
movie_goers,45-54,2016,south_west,132
movie_goers,45-54,2016,west_central,107
radio,45-54,2017,north_east,23
movie_goers,55+,2016,east_central,150
movie_goers,55+,2016,pacific,191
movie_goers,55+,2016,south,362
movie_goers,55+,2016,south_east,173
movie_goers,55+,2016,south_west,189
movie_goers,55+,2016,west_central,157
radio,55+,2017,north_east,28
magazine,18-24,2017,north_east,19
supermarket_goer_last_4_weeks,18-24,2016,east_central,35
supermarket_goer_last_4_weeks,18-24,2016,pacific,66
supermarket_goer_last_4_weeks,18-24,2016,south,117
supermarket_goer_last_4_weeks,18-24,2016,south_east,45
supermarket_goer_last_4_weeks,18-24,2016,south_west,72
supermarket_goer_last_4_weeks,18-24,2016,west_central,66
magazine,25-34,2017,north_east,33
supermarket_goer_last_4_weeks,25-34,2016,east_central,79
supermarket_goer_last_4_weeks,25-34,2016,pacific,106
supermarket_goer_last_4_weeks,25-34,2016,south,191
supermarket_goer_last_4_weeks,25-34,2016,south_east,89
supermarket_goer_last_4_weeks,25-34,2016,south_west,102
supermarket_goer_last_4_weeks,25-34,2016,west_central,95
magazine,35-44,2017,north_east,39
supermarket_goer_last_4_weeks,35-44,2016,east_central,69
supermarket_goer_last_4_weeks,35-44,2016,pacific,109
supermarket_goer_last_4_weeks,35-44,2016,south,198
supermarket_goer_last_4_weeks,35-44,2016,south_east,93
supermarket_goer_last_4_weeks,35-44,2016,south_west,105
supermarket_goer_last_4_weeks,35-44,2016,west_central,89
magazine,45-54,2017,north_east,23
supermarket_goer_last_4_weeks,45-54,2016,east_central,102
supermarket_goer_last_4_weeks,45-54,2016,pacific,108
supermarket_goer_last_4_weeks,45-54,2016,south,250
supermarket_goer_last_4_weeks,45-54,2016,south_east,121
supermarket_goer_last_4_weeks,45-54,2016,south_west,129
supermarket_goer_last_4_weeks,45-54,2016,west_central,107
magazine,55+,2017,north_east,34
supermarket_goer_last_4_weeks,55+,2016,east_central,147
supermarket_goer_last_4_weeks,55+,2016,pacific,187
supermarket_goer_last_4_weeks,55+,2016,south,357
supermarket_goer_last_4_weeks,55+,2016,south_east,171
supermarket_goer_last_4_weeks,55+,2016,south_west,186
supermarket_goer_last_4_weeks,55+,2016,west_central,156
movie_goers,18-24,2017,north_east,27
tablet_owner,18-24,2016,east_central,16
tablet_owner,18-24,2016,pacific,35
tablet_owner,18-24,2016,south,53
tablet_owner,18-24,2016,south_east,16
tablet_owner,18-24,2016,south_west,37
tablet_owner,18-24,2016,west_central,31
movie_goers,25-34,2017,north_east,47
tablet_owner,25-34,2016,east_central,43
tablet_owner,25-34,2016,pacific,57
tablet_owner,25-34,2016,south,112
tablet_owner,25-34,2016,south_east,52
tablet_owner,25-34,2016,south_west,60
tablet_owner,25-34,2016,west_central,60
movie_goers,35-44,2017,north_east,39
tablet_owner,35-44,2016,east_central,43
tablet_owner,35-44,2016,pacific,63
tablet_owner,35-44,2016,south,117
tablet_owner,35-44,2016,south_east,53
tablet_owner,35-44,2016,south_west,64
tablet_owner,35-44,2016,west_central,47
movie_goers,45-54,2017,north_east,26
tablet_owner,45-54,2016,east_central,56
tablet_owner,45-54,2016,pacific,59
tablet_owner,45-54,2016,south,150
tablet_owner,45-54,2016,south_east,73
tablet_owner,45-54,2016,south_west,77
tablet_owner,45-54,2016,west_central,55
movie_goers,55+,2017,north_east,39
tablet_owner,55+,2016,east_central,69
tablet_owner,55+,2016,pacific,88
tablet_owner,55+,2016,south,171
tablet_owner,55+,2016,south_east,91
tablet_owner,55+,2016,south_west,80
tablet_owner,55+,2016,west_central,78
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,east_central,23
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,pacific,42
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,south,64
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,south_east,23
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,south_west,41
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,west_central,49
supermarket_goer_last_4_weeks,18-24,2017,north_east,26
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,east_central,36
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,pacific,66
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,south,112
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,south_east,51
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,south_west,61
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,west_central,64
supermarket_goer_last_4_weeks,25-34,2017,north_east,46
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,east_central,36
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,pacific,61
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,south,96
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,south_east,42
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,south_west,54
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,west_central,42
supermarket_goer_last_4_weeks,35-44,2017,north_east,36
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,east_central,57
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,pacific,65
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,south,141
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,south_east,62
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,south_west,79
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,west_central,54
supermarket_goer_last_4_weeks,45-54,2017,north_east,26
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,east_central,68
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,pacific,110
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,south,171
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,south_east,80
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,south_west,91
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,west_central,74
supermarket_goer_last_4_weeks,55+,2017,north_east,39
social_media_[social_media_user],18-24,2016,east_central,35
social_media_[social_media_user],18-24,2016,pacific,67
social_media_[social_media_user],18-24,2016,south,118
social_media_[social_media_user],18-24,2016,south_east,46
social_media_[social_media_user],18-24,2016,south_west,72
social_media_[social_media_user],18-24,2016,west_central,67
tablet_owner,18-24,2017,north_east,13
social_media_[social_media_user],25-34,2016,east_central,79
social_media_[social_media_user],25-34,2016,pacific,106
social_media_[social_media_user],25-34,2016,south,188
social_media_[social_media_user],25-34,2016,south_east,88
social_media_[social_media_user],25-34,2016,south_west,100
social_media_[social_media_user],25-34,2016,west_central,95
tablet_owner,25-34,2017,north_east,25
social_media_[social_media_user],35-44,2016,east_central,67
social_media_[social_media_user],35-44,2016,pacific,108
social_media_[social_media_user],35-44,2016,south,196
social_media_[social_media_user],35-44,2016,south_east,94
social_media_[social_media_user],35-44,2016,south_west,102
social_media_[social_media_user],35-44,2016,west_central,87
tablet_owner,35-44,2017,north_east,26
social_media_[social_media_user],45-54,2016,east_central,93
social_media_[social_media_user],45-54,2016,pacific,102
social_media_[social_media_user],45-54,2016,south,232
social_media_[social_media_user],45-54,2016,south_east,116
social_media_[social_media_user],45-54,2016,south_west,116
social_media_[social_media_user],45-54,2016,west_central,95
tablet_owner,45-54,2017,north_east,14
social_media_[social_media_user],55+,2016,east_central,114
social_media_[social_media_user],55+,2016,pacific,148
social_media_[social_media_user],55+,2016,south,282
social_media_[social_media_user],55+,2016,south_east,138
social_media_[social_media_user],55+,2016,south_west,144
social_media_[social_media_user],55+,2016,west_central,115
tablet_owner,55+,2017,north_east,24
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,north_east,15
totals,18-24,2017,east_central,7
totals,18-24,2017,south,40
totals,18-24,2017,west_central,13
video_game,18-24,2017,pacific,24
video_game,18-24,2017,south_east,17
video_game,18-24,2017,south_west,23
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,north_east,31
totals,25-34,2017,east_central,29
totals,25-34,2017,south,88
totals,25-34,2017,west_central,24
video_game,25-34,2017,pacific,30
video_game,25-34,2017,south_east,35
video_game,25-34,2017,south_west,46
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,north_east,22
totals,35-44,2017,east_central,25
totals,35-44,2017,south,73
totals,35-44,2017,west_central,38
video_game,35-44,2017,pacific,51
video_game,35-44,2017,south_east,33
video_game,35-44,2017,south_west,32
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,north_east,17
totals,45-54,2017,east_central,18
totals,45-54,2017,south,65
totals,45-54,2017,west_central,26
video_game,45-54,2017,pacific,25
video_game,45-54,2017,south_east,28
video_game,45-54,2017,south_west,28
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,north_east,18
totals,55+,2017,east_central,16
totals,55+,2017,south,69
totals,55+,2017,west_central,25
video_game,55+,2017,pacific,18
video_game,55+,2017,south_east,23
video_game,55+,2017,south_west,24
social_media_[social_media_user],18-24,2017,north_east,27
streaming_video,18-24,2017,pacific,23
streaming_video,18-24,2017,south_east,16
streaming_video,18-24,2017,south_west,21
video_game,18-24,2017,east_central,6
video_game,18-24,2017,south,40
video_game,18-24,2017,west_central,13
social_media_[social_media_user],25-34,2017,north_east,46
streaming_video,25-34,2017,pacific,30
streaming_video,25-34,2017,south_east,34
streaming_video,25-34,2017,south_west,49
video_game,25-34,2017,east_central,26
video_game,25-34,2017,south,81
video_game,25-34,2017,west_central,23
social_media_[social_media_user],35-44,2017,north_east,36
streaming_video,35-44,2017,pacific,52
streaming_video,35-44,2017,south_east,33
streaming_video,35-44,2017,south_west,28
video_game,35-44,2017,east_central,25
video_game,35-44,2017,south,65
video_game,35-44,2017,west_central,36
social_media_[social_media_user],45-54,2017,north_east,26
streaming_video,45-54,2017,pacific,27
streaming_video,45-54,2017,south_east,24
streaming_video,45-54,2017,south_west,29
video_game,45-54,2017,east_central,17
video_game,45-54,2017,south,56
video_game,45-54,2017,west_central,20
social_media_[social_media_user],55+,2017,north_east,34
streaming_video,55+,2017,pacific,22
streaming_video,55+,2017,south_east,24
streaming_video,55+,2017,south_west,30
video_game,55+,2017,east_central,13
video_game,55+,2017,south,47
video_game,55+,2017,west_central,18
digital_music,18-24,2017,pacific,26
digital_music,18-24,2017,south_east,17
digital_music,18-24,2017,south_west,23
streaming_video,18-24,2017,east_central,7
streaming_video,18-24,2017,south,37
streaming_video,18-24,2017,west_central,12
digital_music,25-34,2017,pacific,33
digital_music,25-34,2017,south_east,36
digital_music,25-34,2017,south_west,52
streaming_video,25-34,2017,east_central,26
streaming_video,25-34,2017,south,83
streaming_video,25-34,2017,west_central,23
digital_music,35-44,2017,pacific,54
digital_music,35-44,2017,south_east,37
digital_music,35-44,2017,south_west,36
streaming_video,35-44,2017,east_central,21
streaming_video,35-44,2017,south,61
streaming_video,35-44,2017,west_central,31
digital_music,45-54,2017,pacific,29
digital_music,45-54,2017,south_east,31
digital_music,45-54,2017,south_west,34
streaming_video,45-54,2017,east_central,15
streaming_video,45-54,2017,south,53
streaming_video,45-54,2017,west_central,20
digital_music,55+,2017,pacific,27
digital_music,55+,2017,south_east,30
digital_music,55+,2017,south_west,39
streaming_video,55+,2017,east_central,13
streaming_video,55+,2017,south,54
streaming_video,55+,2017,west_central,17
digital_music,18-24,2017,east_central,7
digital_music,18-24,2017,south,40
digital_music,18-24,2017,west_central,13
tv,18-24,2017,pacific,21
tv,18-24,2017,south_east,13
tv,18-24,2017,south_west,15
digital_music,25-34,2017,east_central,29
digital_music,25-34,2017,south,88
digital_music,25-34,2017,west_central,24
tv,25-34,2017,pacific,27
tv,25-34,2017,south_east,31
tv,25-34,2017,south_west,42
digital_music,35-44,2017,east_central,25
digital_music,35-44,2017,south,73
digital_music,35-44,2017,west_central,38
tv,35-44,2017,pacific,46
tv,35-44,2017,south_east,32
tv,35-44,2017,south_west,28
digital_music,45-54,2017,east_central,18
digital_music,45-54,2017,south,65
digital_music,45-54,2017,west_central,26
tv,45-54,2017,pacific,27
tv,45-54,2017,south_east,25
tv,45-54,2017,south_west,29
digital_music,55+,2017,east_central,16
digital_music,55+,2017,south,69
digital_music,55+,2017,west_central,25
tv,55+,2017,pacific,24
tv,55+,2017,south_east,28
tv,55+,2017,south_west,37
radio,18-24,2017,pacific,13
radio,18-24,2017,south_east,13
radio,18-24,2017,south_west,19
tv,18-24,2017,east_central,6
tv,18-24,2017,south,28
tv,18-24,2017,west_central,11
radio,25-34,2017,pacific,27
radio,25-34,2017,south_east,26
radio,25-34,2017,south_west,37
tv,25-34,2017,east_central,18
tv,25-34,2017,south,73
tv,25-34,2017,west_central,16
radio,35-44,2017,pacific,46
radio,35-44,2017,south_east,29
radio,35-44,2017,south_west,31
tv,35-44,2017,east_central,23
tv,35-44,2017,south,60
tv,35-44,2017,west_central,34
radio,45-54,2017,pacific,24
radio,45-54,2017,south_east,26
radio,45-54,2017,south_west,28
tv,45-54,2017,east_central,17
tv,45-54,2017,south,54
tv,45-54,2017,west_central,22
radio,55+,2017,pacific,23
radio,55+,2017,south_east,21
radio,55+,2017,south_west,33
tv,55+,2017,east_central,15
tv,55+,2017,south,65
tv,55+,2017,west_central,24
magazine,18-24,2017,pacific,21
magazine,18-24,2017,south_east,13
magazine,18-24,2017,south_west,15
radio,18-24,2017,east_central,5
radio,18-24,2017,south,32
radio,18-24,2017,west_central,8
magazine,25-34,2017,pacific,23
magazine,25-34,2017,south_east,30
magazine,25-34,2017,south_west,34
radio,25-34,2017,east_central,25
radio,25-34,2017,south,63
radio,25-34,2017,west_central,17
magazine,35-44,2017,pacific,43
magazine,35-44,2017,south_east,32
magazine,35-44,2017,south_west,24
radio,35-44,2017,east_central,20
radio,35-44,2017,south,60
radio,35-44,2017,west_central,30
magazine,45-54,2017,pacific,25
magazine,45-54,2017,south_east,23
magazine,45-54,2017,south_west,30
radio,45-54,2017,east_central,14
radio,45-54,2017,south,54
radio,45-54,2017,west_central,24
magazine,55+,2017,pacific,23
magazine,55+,2017,south_east,27
magazine,55+,2017,south_west,37
radio,55+,2017,east_central,15
radio,55+,2017,south,54
radio,55+,2017,west_central,19
magazine,18-24,2017,east_central,6
magazine,18-24,2017,south,28
magazine,18-24,2017,west_central,10
movie_goers,18-24,2017,pacific,26
movie_goers,18-24,2017,south_east,17
movie_goers,18-24,2017,south_west,23
magazine,25-34,2017,east_central,21
magazine,25-34,2017,south,64
magazine,25-34,2017,west_central,19
movie_goers,25-34,2017,pacific,33
movie_goers,25-34,2017,south_east,36
movie_goers,25-34,2017,south_west,52
magazine,35-44,2017,east_central,23
magazine,35-44,2017,south,56
magazine,35-44,2017,west_central,31
movie_goers,35-44,2017,pacific,54
movie_goers,35-44,2017,south_east,37
movie_goers,35-44,2017,south_west,36
magazine,45-54,2017,east_central,16
magazine,45-54,2017,south,53
magazine,45-54,2017,west_central,24
movie_goers,45-54,2017,pacific,29
movie_goers,45-54,2017,south_east,31
movie_goers,45-54,2017,south_west,34
magazine,55+,2017,east_central,14
magazine,55+,2017,south,64
magazine,55+,2017,west_central,24
movie_goers,55+,2017,pacific,27
movie_goers,55+,2017,south_east,30
movie_goers,55+,2017,south_west,39
movie_goers,18-24,2017,east_central,7
movie_goers,18-24,2017,south,40
movie_goers,18-24,2017,west_central,13
supermarket_goer_last_4_weeks,18-24,2017,pacific,25
supermarket_goer_last_4_weeks,18-24,2017,south_east,16
supermarket_goer_last_4_weeks,18-24,2017,south_west,22
movie_goers,25-34,2017,east_central,29
movie_goers,25-34,2017,south,88
movie_goers,25-34,2017,west_central,24
supermarket_goer_last_4_weeks,25-34,2017,pacific,32
supermarket_goer_last_4_weeks,25-34,2017,south_east,35
supermarket_goer_last_4_weeks,25-34,2017,south_west,52
movie_goers,35-44,2017,east_central,25
movie_goers,35-44,2017,south,73
movie_goers,35-44,2017,west_central,38
supermarket_goer_last_4_weeks,35-44,2017,pacific,53
supermarket_goer_last_4_weeks,35-44,2017,south_east,36
supermarket_goer_last_4_weeks,35-44,2017,south_west,36
movie_goers,45-54,2017,east_central,18
movie_goers,45-54,2017,south,65
movie_goers,45-54,2017,west_central,26
supermarket_goer_last_4_weeks,45-54,2017,pacific,29
supermarket_goer_last_4_weeks,45-54,2017,south_east,31
supermarket_goer_last_4_weeks,45-54,2017,south_west,33
movie_goers,55+,2017,east_central,16
movie_goers,55+,2017,south,69
movie_goers,55+,2017,west_central,25
supermarket_goer_last_4_weeks,55+,2017,pacific,26
supermarket_goer_last_4_weeks,55+,2017,south_east,29
supermarket_goer_last_4_weeks,55+,2017,south_west,36
supermarket_goer_last_4_weeks,18-24,2017,east_central,7
supermarket_goer_last_4_weeks,18-24,2017,south,38
supermarket_goer_last_4_weeks,18-24,2017,west_central,13
tablet_owner,18-24,2017,pacific,7
tablet_owner,18-24,2017,south_east,10
tablet_owner,18-24,2017,south_west,13
supermarket_goer_last_4_weeks,25-34,2017,east_central,28
supermarket_goer_last_4_weeks,25-34,2017,south,87
supermarket_goer_last_4_weeks,25-34,2017,west_central,24
tablet_owner,25-34,2017,pacific,21
tablet_owner,25-34,2017,south_east,22
tablet_owner,25-34,2017,south_west,36
supermarket_goer_last_4_weeks,35-44,2017,east_central,25
supermarket_goer_last_4_weeks,35-44,2017,south,72
supermarket_goer_last_4_weeks,35-44,2017,west_central,37
tablet_owner,35-44,2017,pacific,39
tablet_owner,35-44,2017,south_east,26
tablet_owner,35-44,2017,south_west,25
supermarket_goer_last_4_weeks,45-54,2017,east_central,17
supermarket_goer_last_4_weeks,45-54,2017,south,64
supermarket_goer_last_4_weeks,45-54,2017,west_central,26
tablet_owner,45-54,2017,pacific,23
tablet_owner,45-54,2017,south_east,22
tablet_owner,45-54,2017,south_west,23
supermarket_goer_last_4_weeks,55+,2017,east_central,16
supermarket_goer_last_4_weeks,55+,2017,south,65
supermarket_goer_last_4_weeks,55+,2017,west_central,25
tablet_owner,55+,2017,pacific,19
tablet_owner,55+,2017,south_east,23
tablet_owner,55+,2017,south_west,14
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,pacific,19
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,south_east,10
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,south_west,13
tablet_owner,18-24,2017,east_central,2
tablet_owner,18-24,2017,south,23
tablet_owner,18-24,2017,west_central,7
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,pacific,18
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,south_east,16
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,south_west,28
tablet_owner,25-34,2017,east_central,17
tablet_owner,25-34,2017,south,58
tablet_owner,25-34,2017,west_central,15
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,pacific,33
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,south_east,21
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,south_west,19
tablet_owner,35-44,2017,east_central,20
tablet_owner,35-44,2017,south,51
tablet_owner,35-44,2017,west_central,30
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,pacific,17
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,south_east,16
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,south_west,17
tablet_owner,45-54,2017,east_central,11
tablet_owner,45-54,2017,south,45
tablet_owner,45-54,2017,west_central,17
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,pacific,15
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,south_east,17
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,south_west,14
tablet_owner,55+,2017,east_central,13
tablet_owner,55+,2017,south,37
tablet_owner,55+,2017,west_central,16
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,east_central,5
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,south,23
all_live_theater/concerts/dance-attended_last_12_months,18-24,2017,west_central,5
social_media_[social_media_user],18-24,2017,pacific,26
social_media_[social_media_user],18-24,2017,south_east,16
social_media_[social_media_user],18-24,2017,south_west,23
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,east_central,14
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,south,44
all_live_theater/concerts/dance-attended_last_12_months,25-34,2017,west_central,17
social_media_[social_media_user],25-34,2017,pacific,33
social_media_[social_media_user],25-34,2017,south_east,36
social_media_[social_media_user],25-34,2017,south_west,52
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,east_central,14
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,south,40
all_live_theater/concerts/dance-attended_last_12_months,35-44,2017,west_central,23
social_media_[social_media_user],35-44,2017,pacific,53
social_media_[social_media_user],35-44,2017,south_east,37
social_media_[social_media_user],35-44,2017,south_west,35
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,east_central,9
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,south,33
all_live_theater/concerts/dance-attended_last_12_months,45-54,2017,west_central,17
social_media_[social_media_user],45-54,2017,pacific,28
social_media_[social_media_user],45-54,2017,south_east,29
social_media_[social_media_user],45-54,2017,south_west,32
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,east_central,8
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,south,31
all_live_theater/concerts/dance-attended_last_12_months,55+,2017,west_central,14
social_media_[social_media_user],55+,2017,pacific,26
social_media_[social_media_user],55+,2017,south_east,29
social_media_[social_media_user],55+,2017,south_west,33
social_media_[social_media_user],18-24,2017,east_central,7
social_media_[social_media_user],18-24,2017,south,39
social_media_[social_media_user],18-24,2017,west_central,13
social_media_[social_media_user],25-34,2017,east_central,29
social_media_[social_media_user],25-34,2017,south,88
social_media_[social_media_user],25-34,2017,west_central,24
social_media_[social_media_user],35-44,2017,east_central,25
social_media_[social_media_user],35-44,2017,south,72
social_media_[social_media_user],35-44,2017,west_central,38
social_media_[social_media_user],45-54,2017,east_central,17
social_media_[social_media_user],45-54,2017,south,61
social_media_[social_media_user],45-54,2017,west_central,24
social_media_[social_media_user],55+,2017,east_central,14
social_media_[social_media_user],55+,2017,south,62
social_media_[social_media_user],55+,2017,west_central,21
